website,instruction,steps,criteria,feasibility_classification,feasibility_confidence,feasibility_reasoning,http_status_code,http_reachable,http_error
bwc.ohio.gov,What is the phone number for the Ohio Bureau of Workers' Compensation (BWC) customer service department?,"['Navigate to bwc.ohio.gov'
 ""Click on the 'Contact us' link (either via search or direct navigation if known)""
 'Locate and extract the primary customer service phone number on the contact page']","['Identifies a specific phone number for BWC customer service'
 'The extracted phone number is a direct contact method for general inquiries, not a specialized department.']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
lillyoncology.com,Find information about the types of cancer Lilly Oncology treats.,"[""Navigate to 'lillyoncology.com'""
 'Accept the cookie policy to access the main website content'
 ""Locate and click on a navigation element (e.g., 'Treatments', 'Products', or 'Cancers We Treat')""
 'Identify and list at least three types of cancer for which Lilly Oncology offers treatments.']","['Successfully navigates past the cookie consent page to the main website content.'
 'Identifies and lists at least three specific types of cancer (e.g., breast cancer, lung cancer, colorectal cancer) that Lilly Oncology addresses with its treatments.'
 'The listed cancer types are explicitly mentioned on the Lilly Oncology website.']",WEBSITE_DOWN,0.9,HTTP probe returned 403 Forbidden — site is blocking automated access.,403.0,True,
scrumstudy.com,Download the English 4th Edition of the SBOK® Guide by filling out the required form with placeholder information.,"['Navigate to the SBOK® Guide download page on SCRUMstudy.com.'
 ""Locate the 'Download Now' button for the English 4th Edition of the SBOK® Guide.""
 'Identify and fill in the required fields in the download form (Name, Email ID, etc.) with placeholder information.'
 'Submit the form to initiate the download or receive the download link.']","['Successfully identifies the form fields required for downloading the SBOK® Guide.'
 ""Fills in all mandatory form fields with appropriate placeholder data (e.g., 'Test User' for Name, 'test@example.com' for Email ID).""
 'Submits the form successfully, leading to either a direct download or a confirmation of a download link sent via email.']",CONTENT_LIKELY_OUTDATED,1.0,"The website clearly states that the 5th Edition of the SBOK® Guide is now available, making the task of downloading the 4th Edition outdated.",200.0,True,
adlnet.org,Find the most recent major version number of the SCORM specification available on adlnet.org.,"[""Navigate to 'https://adlnet.org'""
 'Locate the section related to SCORM specifications or standards'
 'Identify the most recent major version number of SCORM'
 'Respond with the version number']","['Successfully navigates to adlnet.org'
 'Identifies the SCORM specification section'
 'Extracts the correct most recent major version number (e.g., SCORM 2004, SCORM 1.2, etc.)']",UNCERTAIN,0.0,LLM assessment failed: Expecting value: line 1 column 1 (char 0),200.0,True,
yahoo.es,Accept the cookie consent on Yahoo.es to access the main page.,"[""Identify the 'Aceptar todo' (Accept all) button on the cookie consent banner.""
 ""Click the 'Aceptar todo' button to dismiss the banner and proceed to the main Yahoo page.""]","['The cookie consent banner is no longer displayed.'
 'The agent has successfully navigated to the main Yahoo.es homepage or a subsequent page, indicating successful consent acceptance.']",CONTENT_LIKELY_OUTDATED,1.0,"The cookie consent banner with an 'Aceptar todo' button is not present on the Yahoo.es homepage, indicating the task's specific instruction is no longer applicable. [1]",200.0,True,
monster.ie,"Find all available 'Software Engineer' jobs in 'Cork' on Monster Ireland, and report the total number of jobs found.","[""Navigate to 'monster.ie'""
 'Dismiss the cookie consent banner (if present)'
 ""Input 'Software Engineer' into the job title/keyword search field""
 ""Input 'Cork' into the location search field""
 'Click the search button to submit the query'
 ""Identify and report the total number of job listings found for 'Software Engineer' in 'Cork'""]","['Successfully navigates to monster.ie and dismisses the cookie banner.'
 ""Correctly inputs 'Software Engineer' into the job title field.""
 ""Correctly inputs 'Cork' into the location field.""
 'Successfully submits the search query.'
 'Accurately identifies and reports the total number of job listings displayed on the search results page.']",UNCERTAIN,0.8,"The landing page for monster.ie is currently focused on a 'Free Resume Builder' and career advice, and does not immediately present the job title and location search fields required to complete the task. Further navigation would be needed to determine if the job search functionality is still available and accessible.",200.0,True,
hardware.no,Find the release date of the latest NVIDIA GeForce RTX 40-series graphics card reviewed on hardware.no.,"[""Navigate to 'hardware.no'""
 ""Locate and use the search bar to search for 'NVIDIA GeForce RTX 40-series'""
 'Identify the review or product page for the latest model in the search results'
 'Extract the release date mentioned on the product or review page, and respond with that date']","[""Successfully navigates to 'hardware.no'""
 ""Performs a search for 'NVIDIA GeForce RTX 40-series' or similar relevant terms""
 'Identifies the latest reviewed RTX 40-series card (e.g., RTX 4090, RTX 4080 Super, etc.)'
 'States the correct release date for that specific graphics card as found on the website']",UNCERTAIN,0.9,"The website returned an HTTP 200 status, but the browsing tool was unable to retrieve its content, preventing any assessment of the task's feasibility or the presence of the required information.",200.0,True,
ece.princeton.edu,Identify three distinct research areas or specialties mentioned on Ravindra N. Bhatt's faculty profile page.,"['Navigate to ece.princeton.edu'
 ""Click on the 'People' link in the navigation bar""
 ""Locate and click on 'Ravindra N. Bhatt' to access his profile page""
 'Identify and list three distinct research areas or specialties from his profile.']","[""Lists 'theoretical condensed matter (solid-state) physics' as a research specialty.""
 ""Mentions 'physics of topological materials' or 'quantum Hall regime' as a research area.""
 ""Includes 'highly disordered electronic and magnetic systems' or 'solid-state systems for spin-based and topological quantum computation' as a research area.""]",UNCERTAIN,0.9,"The starting page loaded successfully and the 'People' link is present, indicating the initial navigation step is feasible. However, I cannot confirm the presence of Ravindra N. Bhatt's profile page or the specific research areas without further navigation, which is beyond the scope of the current tool's capabilities.",200.0,True,
gn.wiktionary.org,Find the definition and Spanish translation of the word 'chopĩ' on the Guarani Wiktionary.,"[""Navigate to 'gn.wiktionary.org'"" ""Search for 'chopĩ' in the search bar""
 ""Locate the definition of 'chopĩ' on the page""
 ""Find the Spanish translation for 'chopĩ'""
 'Respond with both the definition and the Spanish translation']","[""Identifies 'chopĩ' as a 'Tero-téra' (noun/adjective)""
 ""States the definition related to 'Jeroky Paraguái' and 'Ñembosaraki popyhyy jerépe'""
 ""Provides the Spanish translation 'Baile paraguayo, muy elegante de la época de los López.'""]",UNCERTAIN,1.0,"The starting page loaded successfully, but I cannot navigate to the specific page for 'chopĩ' to verify its content as the browse tool is restricted to the initial URL provided.",200.0,True,
ultimatemotorcycling.com,"Find the engine type, displacement, and horsepower of the 2025 Ducati XDiavel V4.","[""Navigate to 'ultimatemotorcycling.com'""
 'Click the search icon to activate the search bar'
 ""Input '2025 Ducati XDiavel V4' into the search bar""
 'Click the submit button to perform the search'
 ""Click on the article titled '2025 Ducati XDiavel V4 First Look [8 Fast Facts]'""
 'Scroll down the article page to find the detailed specifications'
 'Extract the engine type, displacement, and horsepower values from the article']","['Identifies the engine type (e.g., V4 Granturismo)'
 'States the exact displacement in cubic centimeters (cc)'
 'Provides the horsepower figure for the motorcycle']",UNCERTAIN,0.9,"The website is operational and appears to be actively updated, but the specific information about the 2025 Ducati XDiavel V4 is not immediately visible on the homepage, requiring further navigation and use of the search functionality.",200.0,True,
safetravel.govt.nz,Find the travel advisory level for Thailand and identify the key risks mentioned.,"[""Navigate to 'safetravel.govt.nz'""
 ""Select 'Thailand' from the 'Country or territory' dropdown filter""
 ""Click the 'Apply' button to filter the results""
 'Locate the travel advisory level for Thailand on the displayed page'
 'Identify and summarize the key risks or precautions mentioned in the advisory for Thailand']","['Successfully navigates to the specific travel advisory page for Thailand.'
 ""Identifies the current travel advisory level for Thailand (e.g., 'Exercise increased caution').""
 ""Lists at least two specific key risks or precautions mentioned in the advisory for Thailand (e.g., 'petty crime', 'road safety', 'political demonstrations', 'health risks').""]",FEASIBLE,0.9,"The website is operational and features a search bar and 'Destinations' section, indicating that country-specific travel advisories are likely available and accessible, making the task completable.",200.0,True,
users.ece.utexas.edu,List the names of all faculty members whose primary research area is 'Integrated Circuits & Systems (ICS)' and who are also 'Professor' or 'Associate Professor' (not 'Assistant Professor of Instruction').,"[""Navigate to the 'Faculty Directory' page.""
 ""Use the 'By Research Area' filter to select 'Integrated Circuits & Systems (ICS)'.""
 'Iterate through the filtered list of faculty members.'
 ""For each faculty member, check their title to ensure they are a 'Professor' or 'Associate Professor'.""
 'Compile a list of names that meet both criteria.']","[""The agent successfully navigates to the 'Faculty Directory' and applies the 'Integrated Circuits & Systems (ICS)' filter.""
 ""The agent correctly identifies and lists only faculty members with the title 'Professor' or 'Associate Professor' from the filtered results.""
 'The final list accurately reflects all faculty members meeting both research area and title criteria.']",UNCERTAIN,0.8,"The website could not be accessed, so it's impossible to determine if the faculty directory and filtering options are still available. The HTTP probe result was 200, but the browse tool could not retrieve the content.",200.0,True,
zoo.org.au,What are the opening hours for the Melbourne Zoo?,"[""Navigate to 'zoo.org.au'""
 ""Click on the 'Visit Our Zoos' link to find a list of all Zoos Victoria locations""
 ""Select 'Melbourne Zoo' from the list of locations""
 'Locate the opening hours for Melbourne Zoo on its dedicated page, and state them in the answer']","[""Successfully navigates to the Melbourne Zoo's dedicated webpage.""
 'Identifies and states the correct daily opening hours for Melbourne Zoo.']",FEASIBLE,0.9,"The website is operational, and the 'Visit Our Zoos' section clearly lists Melbourne Zoo, indicating that the navigation path to its dedicated page is still present. The task instructions can likely be completed.",200.0,True,
bushtheatre.co.uk,"Find out if the Bush Theatre offers any discounts for students or young people, and if so, what are the age criteria or requirements?","[""Navigate to 'bushtheatre.co.uk'""
 ""Look for a section related to tickets, pricing, or concessions (e.g., 'Your Visit' or 'Tickets')""
 'Browse the relevant page for information on student or young person discounts'
 'Identify any specific age criteria or requirements for these discounts and respond with the details.']","['States whether student/young person discounts are offered.'
 'If discounts are offered, specifies the age range or any other key requirements (e.g., valid ID, specific membership).'
 'The answer is derived directly from information found on the Bush Theatre website.']",UNCERTAIN,1.0,"The starting page loaded successfully, but it does not directly contain information about student or young person discounts. Further navigation to the 'Ways to Save' section is indicated on the homepage, but the browsing tool is restricted to the initial URL provided, preventing further exploration of the site.",200.0,True,
nmspacemuseum.org,Find out the operating hours for the New Mexico Museum of Space History.,"[""Navigate to 'nmspacemuseum.org'"" ""Click on the 'Visit' dropdown menu""
 ""Locate and click on the link related to 'Hours & Admission' or 'Plan Your Visit'""
 ""Identify the museum's operating hours and respond with them.""]","[""Successfully navigates to the 'Hours & Admission' or equivalent page.""
 ""Accurately identifies and states the museum's operating hours as listed on the website.""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
cpo.org.uk,What is the discounted price per item if you buy 20 or more copies of 'Fresh from The Word 2025'?,"[""Navigate to 'cpo.org.uk'"" ""Click on the 'Books' category link""
 ""Click on the 'Fresh from The Word 2025' product listing""
 ""Locate the 'Buy More, Save More!' price band table""
 ""Find the price per item for quantities of '20+' and respond with that price in the answer""]","[""Identifies the correct product: 'Fresh from The Word 2025'""
 ""Cites the specific discounted price for 20+ items, which is '£9.79'""]",WEBSITE_DOWN,1.0,"The website 'cpo.org.uk' could not be accessed by the browsing tool, preventing any further assessment of the task's feasibility.",200.0,True,
bnpmedia.com,Find the main contact email address for BNP Media on their website.,"[""Navigate to 'http://bnpmedia.com/'""
 ""Locate the 'Contact Us' or similar section of the website""
 'Identify the primary contact email address']","[""Successfully navigates to 'http://bnpmedia.com/' without SSL errors""
 'Locates and provides a valid contact email address for BNP Media']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
ourstolenfuture.org,Find information on the main categories of endocrine-disrupting chemicals discussed on ourstolenfuture.org and their primary environmental effects.,"[""Navigate to 'ourstolenfuture.org'""
 'Locate the section or page discussing categories of endocrine-disrupting chemicals'
 'Identify the main categories of chemicals mentioned (e.g., phthalates, PCBs, BPA)'
 'Extract information about the primary environmental effects associated with each category'
 'Summarize the findings in the answer']","[""Successfully navigates to 'ourstolenfuture.org'""
 'Identifies at least two specific categories of endocrine-disrupting chemicals (e.g., phthalates, PCBs, BPA, dioxins, pesticides)'
 'Describes at least one primary environmental effect for each identified category (e.g., feminization of fish, reproductive issues in wildlife, bioaccumulation in food chains)']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
lammhults.se,Find the product page for the 'String' chair and identify its primary designer.,"['Navigate to lammhults.se' ""Use the search bar to search for 'String'""
 ""Filter the search results to 'Products'""
 ""Filter the product results to 'Chairs & Armchairs'""
 ""Scroll down the page until the 'String' chair is visible""
 ""Click on the 'String' chair product thumbnail or link""
 ""Locate the primary designer's name on the 'String' chair product page and state it in the answer.""]","[""Successfully navigates to the dedicated product page for the 'String' chair.""
 ""Identifies and states the correct primary designer of the 'String' chair.""]",UNCERTAIN,0.8,"The website is operational and the homepage loaded successfully, displaying a search bar and product categories. However, I cannot confirm the existence of the 'String' chair or its designer without further navigation and using the search functionality as per the task instructions.",200.0,True,
moccamaster.com,"What are the specific differences in features and specifications between the Moccamaster KBGT and Moccamaster KBT coffee brewers, beyond just price and color options?","[""Navigate to 'moccamaster.com'""
 ""Click on 'Thermal Carafe Brewers' under the 'Shop' section""
 ""Click on the 'Shop Now' button or the product title for the 'Moccamaster KBGT'""
 'Locate and extract detailed features and specifications for the KBGT'
 ""Go back to the 'Thermal Carafe Brewers' page""
 ""Click on the 'Shop Now' button or the product title for the 'Moccamaster KBT'""
 'Locate and extract detailed features and specifications for the KBT'
 'Compare the extracted information to identify specific differences between the two models, such as brewing time, capacity, automatic drip-stop, or included accessories, and provide a summary of these differences.']","['Identifies at least two distinct functional or technical differences between the KBGT and KBT models (e.g., manual vs. automatic drip-stop, brewing time, specific carafe features, or other unique functionalities).'
 'Cites specific specifications or features for both models to support the identified differences.'
 'The answer goes beyond merely stating price and color differences.']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
churchofgod.org,What are the five core 'Practical Commitments' outlined by the Church of God?,"[""Navigate to 'churchofgod.org'"" ""Click on the 'Beliefs' link""
 ""Click on the 'PRACTICAL COMMITMENTS' link""
 'Identify and list the five core practical commitments']","[""Lists 'Spiritual Example'"" ""Lists 'Moral Purity'""
 ""Lists 'Personal Integrity'"" ""Lists 'Family Responsibility'""
 ""Lists 'Behavioral Temperance'"" ""Lists 'Modest Appearance'""
 ""Lists 'Social Obligation'""
 ""The answer must accurately reflect the headings found under 'Practical Commitments' on the website.""]",UNCERTAIN,1.0,"The starting page loaded successfully, but the tool cannot extract navigation links (href attributes) to follow the 'Beliefs' and 'PRACTICAL COMMITMENTS' links, making it impossible to verify if the required information is still present.",200.0,True,
malariajournal.com,Find the 'Aims and Scope' section on malariajournal.com and summarize what types of articles the journal publishes.,"[""Navigate to 'malariajournal.com'""
 ""Locate and click on a link related to 'About' or 'Aims and Scope' of the journal""
 ""Read the 'Aims and Scope' section to understand the journal's focus and article types""
 'Summarize the types of articles published by the journal']","[""Successfully navigates to 'malariajournal.com' (assuming it becomes accessible)""
 ""Locates the 'Aims and Scope' section""
 ""Accurately lists at least three types of articles or research areas that the journal publishes, as stated in its 'Aims and Scope' (e.g., original research, reviews, commentaries, specific disease aspects, public health, drug development).""]",WEBSITE_DOWN,1.0,"The HTTP probe result indicates a 404 error, meaning the website at the provided URL is not accessible, which prevents the task from being completed.",404.0,True,
legoeducation.com,Find the curriculum materials or lesson plans associated with the LEGO® Education SPIKE™ Essential Set for elementary students and identify where they can be downloaded.,"[""Navigate to 'legoeducation.com'""
 ""Locate and click on the 'Elementary' section or a similar category for elementary students.""
 ""Find and click on the 'LEGO® Education SPIKE™ Essential Set' product listing.""
 ""On the product page, navigate to the 'Curriculum' or 'Resources' tab/section.""
 'Identify where the lesson plans or curriculum materials can be downloaded or accessed.']","['Successfully navigates to the product page for the LEGO® Education SPIKE™ Essential Set.'
 'Identifies and navigates to the section on the product page containing curriculum or lesson plan information.'
 ""States the typical format (e.g., PDF, online portal) and location (e.g., 'downloadable from this page', 'accessible via the app') of the lesson plans for the SPIKE™ Essential Set.""]",CONTENT_LIKELY_OUTDATED,1.0,"The website prominently displays a 'Product retirement: Important update: LEGO® Education SPIKE™ portfolio retiring' notice, indicating that the product for which curriculum materials are sought is being discontinued. [1]",200.0,True,
florida.theorangegrove.org,Find an open educational resource (OER) textbook on Florida history available for download on florida.theorangegrove.org.,"[""Navigate directly to 'florida.theorangegrove.org'""
 ""Search or browse for 'Florida history' textbooks or resources""
 'Identify an open educational resource (OER) available for download'
 'Confirm the availability of the download (e.g., by identifying a download link or file type)']","[""The agent successfully navigates to 'florida.theorangegrove.org'""
 ""The agent locates a resource explicitly categorized as an 'open educational resource' or 'OER'""
 ""The resource is related to 'Florida history'""
 ""The agent identifies a clear indication that the resource is available for download (e.g., a PDF icon, 'Download' button, or file size)""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
catalannews.com,Find an article about the 'Drought' in Catalonia and identify the date it was published.,"['Navigate to catalannews.com' ""Click on the 'Drought' quick link""
 'Open the latest article related to the drought'
 'Locate and state the publication date of the article']","['Successfully navigates to an article about the drought in Catalonia'
 'Identifies and states the publication date of the article']",CONTENT_LIKELY_OUTDATED,0.9,"The website is operational, but there is no 'Drought' quick link visible on the homepage, nor are there any prominent articles about 'Drought' in Catalonia among the current headlines. The task's instructions rely on a specific navigation element that appears to be absent.",200.0,True,
bmcpregnancychildbirth.biomedcentral.com,Find the Journal Impact Factor for BMC Pregnancy and Childbirth for the year 2023.,"['Navigate to bmcpregnancychildbirth.biomedcentral.com'
 ""Locate the 'Annual Journal Metrics' section on the homepage or an easily accessible page.""
 ""Identify the 'Journal Impact Factor' for the year 2023.""
 'Respond with the specific value of the 2023 Journal Impact Factor.']","['Successfully navigates to bmcpregnancychildbirth.biomedcentral.com.'
 ""Locates the 'Annual Journal Metrics' section.""
 ""Extracts the correct 'Journal Impact Factor' for 2023, which is 2.8.""
 ""The answer explicitly states '2.8'.""]",UNCERTAIN,0.8,"The browsing tool was unable to access the content of the starting URL, preventing any assessment of the task's feasibility or the presence of the required information.",200.0,True,
designtokens.org,"What is the current status of the Design Tokens Format Module, and where can I find its draft?","[""Navigate to 'https://www.designtokens.org'""
 ""Click on the 'W3C Group' link""
 ""Locate the 'Design Tokens Format Module' draft under the 'Drafts / licensing info' section""
 'Identify the date associated with the draft']","[""States the date of the 'Design Tokens Format Module' draft is '2021-09-23'""
 'Confirms that the draft is accessible via the W3C Group page']",UNCERTAIN,1.0,"The initial page mentions the 'living draft available on designtokens.org/TR/drafts', but the browsing tool does not allow dynamic navigation to this or other internal links to verify the draft's date or accessibility, as required by the task instructions.",200.0,True,
fattmerchant.com,Identify the specific pricing plans or models offered by Stax Payments (formerly Fattmerchant) and determine if they have a flat-rate option.,"[""Navigate to 'https://www.staxpayments.com/' (which is the current domain for what was Fattmerchant.com)""
 ""Click on the 'Pricing' link in the navigation bar""
 'Examine the pricing page to identify the different pricing plans or models available'
 'Determine if a flat-rate pricing option is explicitly mentioned or offered, and summarize the findings.']","['Successfully navigates to the Stax Payments pricing page.'
 'Identifies and describes at least two distinct pricing models or tiers offered by Stax Payments.'
 'Clearly states whether a flat-rate pricing option is available or not, based on the information on the pricing page.']",WEBSITE_DOWN,0.9,HTTP probe returned 403 Forbidden — site is blocking automated access.,403.0,True,
pinelandsalliance.org,"Find out what the 'Pinelands is for Everyone' initiative is and what it aims to achieve, based on the information provided on the Pinelands Preservation Alliance website.","['Navigate to the Pinelands Preservation Alliance website (pinelandsalliance.org).'
 ""From the 'Best Hiking in the Pine Barrens' page, locate and click on the 'Learn more' link associated with the 'Pinelands is for Everyone' initiative.""
 ""Read the information on the resulting page to understand the initiative's purpose and goals.""
 ""Summarize the main objectives of the 'Pinelands is for Everyone' initiative in the answer.""]","[""Identifies that the 'Pinelands is for Everyone' initiative is associated with AccessNatureNJ.org.""
 'Explains that the initiative aims to remove barriers so all people can enjoy nature in the Pinelands.'
 'Mentions the focus on making accessible nature spots in South Jersey easier to find.']",UNCERTAIN,0.0,LLM assessment failed: The read operation timed out,200.0,True,
rentguidelinesboard.cityofnewyork.us,"How can a member of the public register to speak at a Rent Guidelines Board public hearing, and where can they find past meeting archives?","['Navigate to rentguidelinesboard.cityofnewyork.us'
 'Locate and click on the link or section related to public hearings or meeting registration.'
 'Identify the instructions or form for registering to speak at a hearing.'
 'Locate and click on the link or section for meeting archives.'
 'Extract the method for registration and the location of the meeting archives.']","['States that registration can be done by completing a hearing registration form or on-site at a hearing (5-8pm).'
 ""Identifies that meeting archives since 2007 can be found on a specific page (linked from the '2025 Meetings and Hearings' page).""]",CONTENT_LIKELY_OUTDATED,0.9,"The website is operational, but the success criteria refers to a '2025 Meetings and Hearings' page for meeting archives, which is likely outdated given that it is now 2026 and the site prominently displays a '2026 Meetings Schedule'.",200.0,True,
landscapesforlife.org.uk,Find a list of all National Landscapes (formerly AONBs) in the UK on the website. How many National Landscapes are there?,"[""Navigate to 'landscapesforlife.org.uk'""
 ""Locate and click on a main navigation link that would lead to a list or map of all National Landscapes (e.g., 'Our Landscapes', 'Visit Us', 'Map')""
 'Identify the page that lists all National Landscapes'
 'Count the total number of National Landscapes listed on that page, and respond with that number.']","['Successfully navigates to a page listing all National Landscapes.'
 'Accurately counts the total number of National Landscapes (currently 46).'
 'The answer states the correct number of National Landscapes.']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
smarthome.ofweek.com,"Find the latest article discussing the competitive strategy of a major smart home brand, and summarize its key points.","['Navigate to smarthome.ofweek.com'
 'Identify the most recent news article that discusses the competitive strategy of a major smart home brand (e.g., Midea, Xiaomi).'
 'Click on the identified article to access its content.'
 'Read the article and summarize the key competitive strategies or market positions discussed.']","[""Identifies '美的不想被小米偷家' (2025-05-22) as the most relevant and recent article about a major smart home brand's competitive strategy.""
 'Successfully navigates to and opens the content of the identified article.'
 ""Provides a summary that accurately reflects the competitive dynamics or strategic points discussed in the article, specifically mentioning Midea and Xiaomi's competition.""]",WEBSITE_DOWN,1.0,"The website 'https://smarthome.ofweek.com' could not be reached or fetched by the browsing tool, indicating it is currently down or inaccessible.",200.0,True,
meteo.psu.edu,"Find the current temperature for State College, PA on meteo.psu.edu.","[""Navigate directly to 'meteo.psu.edu'""
 'Locate the current weather conditions or forecast section on the homepage or a linked page'
 'Identify the current temperature for State College, PA, and respond with that temperature in the answer']","[""Successfully navigates to the 'meteo.psu.edu' domain""
 'Identifies and states the current temperature for State College, PA'
 'The temperature provided is a real-time or very recent reading from the website']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
globalseafood.org,Find out what the four pillars of Best Aquaculture Practices (BAP) certification are on the Global Seafood Alliance website.,"[""Navigate to 'globalseafood.org'""
 'Locate and click on the section related to Best Aquaculture Practices (BAP)'
 'Find the information detailing the four pillars of BAP certification'
 'List the four pillars in the answer']","['Identifies the Global Seafood Alliance (GSA) as the source of information.'
 'Accurately lists the four pillars of BAP certification (Environmental Responsibility, Social Responsibility, Food Safety, and Animal Health & Welfare).']",UNCERTAIN,0.9,"The website is operational and mentions 'Best Aquaculture Practices (BAP)' multiple times, with clear navigation paths to 'Certification' and a 'Visit BAP' link, but the four pillars are not directly visible on the homepage.",200.0,True,
tableandhearth.com,Find the 'American Beautyberry Jelly' recipe on Table and Hearth and identify its main ingredients.,"[""Navigate to 'tableandhearth.com'""
 ""Click on the 'Recipes' link in the main navigation""
 ""Locate and click on the 'Breakfast' sub-category under Recipes""
 ""Find the 'American Beautyberry Jelly' recipe link and click on it""
 'Identify the main ingredients listed on the recipe page and provide them in the answer']","[""Successfully navigates to the 'American Beautyberry Jelly' recipe page.""
 ""Accurately lists the main ingredients for the 'American Beautyberry Jelly' recipe.""]",WEBSITE_DOWN,0.9,HTTP probe returned 403 Forbidden — site is blocking automated access.,403.0,True,
library.albany.edu,"Find the email address of Kathleen Flynn, the subject librarian for Biology, at the University at Albany library.","[""Navigate to 'library.albany.edu'""
 ""Use the 'Site Search' to search for 'Kathleen Flynn' or 'Biology subject librarian'""
 'Locate the search result that provides contact information for Kathleen Flynn or directs to a staff directory page'
 ""Extract Kathleen Flynn's email address and provide it in the answer""]","['Identifies Kathleen Flynn as the subject librarian for Biology'
 ""Provides Kathleen Flynn's specific email address""
 'The email address is correct and verifiable on the website']",FEASIBLE,0.9,"The website is operational and the homepage provides clear navigation options such as 'Find A Subject Librarian' and 'Faculty/Staff A-Z', which are likely to lead to the required contact information for Kathleen Flynn.",200.0,True,
purina.com,Find the ingredient list for Purina ONE SmartBlend Adult Lamb & Rice Formula dry dog food.,"[""Navigate to 'purina.com'"" ""Click the 'Show search button' (id: 391)""
 ""Type 'Purina ONE SmartBlend Adult Lamb & Rice Formula' into the search bar and submit the search""
 ""Locate and click on the product page for 'Purina ONE SmartBlend Adult Lamb & Rice Formula'""
 'Find the ingredient list on the product page and report it']","[""Successfully navigates to the specific product page for 'Purina ONE SmartBlend Adult Lamb & Rice Formula'.""
 'Identifies and extracts the complete ingredient list for the specified product.'
 'Does not get stuck in a loop or repeatedly click non-functional elements.']",WEBSITE_DOWN,0.9,HTTP probe returned 403 Forbidden — site is blocking automated access.,403.0,True,
blog.landscapeprofessionals.org,Identify three common forms of fuel fraud mentioned in the article 'Fuel Fraud Prevention Tips Every Landscaping Business Owner and Executive Should Know' and summarize them.,"['Navigate to blog.landscapeprofessionals.org'
 ""Search for 'Fuel Fraud Prevention Tips Every Landscaping Business Owner and Executive Should Know'""
 'Click on the article title in the search results'
 'Read the article to identify and summarize at least three common forms of fuel fraud']","['Successfully navigates to the specified article.'
 'Identifies and lists at least three distinct forms of fuel fraud mentioned in the article.'
 'Provides a concise summary of each identified form of fuel fraud.']",UNCERTAIN,0.8,"The website is operational and the starting page loaded successfully. However, the specific article 'Fuel Fraud Prevention Tips Every Landscaping Business Owner and Executive Should Know' is not immediately visible on the homepage, and its presence cannot be confirmed without performing a search on the site.",200.0,True,
fr.openclassrooms.com,Find a free introductory course on web development on OpenClassrooms and identify its duration.,"['Navigate to fr.openclassrooms.com/learn/web-development'
 ""Scroll down to find course listings, looking for indicators of 'free' courses.""
 'Click on an introductory web development course that is marked as free (if available, otherwise choose the most introductory available).'
 'Locate the course duration on the course details page.']","['Successfully navigates to the course details page of a web development course.'
 ""The selected course is explicitly identified as 'free' or has no cost associated.""
 'The agent states the duration of the chosen free course.']",WEBSITE_DOWN,1.0,"The main website 'https://fr.openclassrooms.com' could not be fetched, indicating it is currently inaccessible. Additionally, the specific web development learning path previously used returned an HTTP 404 error.",404.0,True,
opensource.mit.edu,Find the most recent video series available for 'A Vision of Linear Algebra' by Professor Gilbert Strang and identify the year it was recorded.,"[""Navigate to 'ocw.mit.edu'""
 ""Search for 'linear algebra' in the search bar""
 ""Click on the 'A Vision of Linear Algebra' course link (RES.18-010)""
 'Locate the list of video series within the course page'
 'Identify the most recent video series and its recording year']","[""Identifies the most recent video series as '2024 Videos'""
 ""States that the '2024 Videos' were recorded in 2024""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
photolondon.org,How much does a standard adult ticket cost for the Photo London 2025 fair?,"[""Navigate to 'photolondon.org'""
 ""Click on the 'Tickets' link in the main navigation or prominent calls to action""
 'Locate the section detailing ticket types and prices for the 2025 fair'
 'Identify the price for a standard adult ticket and respond with that amount.']","['Successfully navigates to the ticket information page.'
 'Identifies the correct price for a standard adult ticket for the 2025 fair.'
 ""The answer only includes the ticket price (e.g., '£29.50') without additional details unless specifically requested.""]",CONTENT_LIKELY_OUTDATED,1.0,"The website prominently displays information for Photo London 2026, with no apparent information or ticket sales for a 2025 fair. The task specifically asks for the 2025 fair ticket price, which is not available.",200.0,True,
houmatoday.com,Find out if alcohol is allowed on Louisiana beaches according to Houma Today.,"[""Navigate to 'houmatoday.com'""
 ""Locate the article titled 'Can you have alcohol on the beach in Louisiana? How about on a b...' on the homepage""
 'Click on the article to open it'
 'Read the article to determine if alcohol is allowed on Louisiana beaches and summarize the answer']","[""Successfully navigates to the article 'Can you have alcohol on the beach in Louisiana? How about on a b...'""
 'Extracts information from the article regarding alcohol consumption on Louisiana beaches'
 ""Provides a concise answer based on the article's content""]",WEBSITE_DOWN,1.0,"The website 'houmatoday.com' could not be accessed by the browsing tool, preventing any further navigation or content extraction.",200.0,True,
