website,instruction,steps,criteria,feasibility_classification,feasibility_confidence,feasibility_reasoning,http_status_code,http_reachable,http_error
tirana-airport.com,"What are the available public transport options from Tirana International Airport to the city center, and what is the approximate journey time?","[""Navigate to 'tirana-airport.com'""
 ""Click on the 'Transport & Directions' link""
 'Locate information regarding public transport options to the city center'
 'Identify the available transport methods and their approximate journey times'
 'Summarize the public transport options and journey time in the answer']","[""Identifies 'Rinas Express' or similar bus service as a public transport option.""
 ""States the approximate journey time (e.g., '20-30 minutes' or '30 minutes').""
 'Does not include private taxi services or car rentals as public transport options.']",FEASIBLE,1.0,"The website is operational and the homepage clearly lists 'Transport & Directions' with a 'By Bus' option, indicating that the required information about public transport is likely available on a linked page.",200,True,
northernwoodlands.org,"What is the mailing address for sending a donation to Northern Woodlands, and what is the title of the current magazine issue?","['Navigate to northernwoodlands.org'
 ""Click on the 'Support' link to find the mailing address for donations""
 ""Return to the homepage or navigate to the 'Magazine' section to find the title of the current issue""
 'Extract both pieces of information and provide them in the answer']","[""Correctly identifies the mailing address as 'Northern Woodlands, PO Box 270, Lyme, NH 03768'""
 ""Correctly identifies the title of the current magazine issue as 'Spring 2025'""
 'Provides both pieces of information in the final answer']",FEASIBLE,1.0,"The website is operational, and both the mailing address for donations ('Northern Woodlands, P.O. Box 270, Lyme, NH 03768') and the title of the current magazine issue ('Spring 2026') are clearly visible on the homepage. The success criteria's expected magazine issue ('Spring 2025') is outdated, but the task of finding the *current* issue is completable.",200,True,
dolomitipark.it,"The current website, 'dolomites.it', does not seem to be the official site for the Parco Nazionale Dolomiti Bellunesi. Find the official website for the 'Parco Nazionale Dolomiti Bellunesi' and navigate to its homepage.","[""Recognize that 'dolomites.it' is not the official website for 'Parco Nazionale Dolomiti Bellunesi'.""
 ""Use a search engine (e.g., Google) to search for 'Parco Nazionale Dolomiti Bellunesi official website'.""
 'Identify and click on the most relevant search result that leads to the official park website.'
 ""Confirm successful navigation to the official park's homepage.""]","[""The agent explicitly states that 'dolomites.it' is not the correct website.""
 ""The agent successfully navigates to the official website of 'Parco Nazionale Dolomiti Bellunesi' (e.g., 'dolomitipark.it' or similar official domain).""
 'The agent lands on the homepage of the identified official park website.']",FEASIBLE,1.0,"The website 'dolomitipark.it' is operational and clearly the official site for 'Parco Nazionale Dolomiti Bellunesi', as indicated by its content and contact information. The original task of finding and navigating to this official website would still be completable.",200,True,
caribbeanlifenews.com,Find an upcoming Caribbean event in New York City listed on Caribbean Life News. What is the name of the event and when is it scheduled?,"[""Navigate to 'caribbeanlifenews.com'""
 ""Click on the 'Things to Do' link in the navigation menu.""
 'Locate an upcoming event listed on the page.'
 'Identify the name of the event and its scheduled date/time, and respond with this information.']","[""Navigates to the 'Things to Do' section or a similar events listing page.""
 ""Identifies an event that is clearly stated as upcoming (e.g., 'Tomorrow', a future date).""
 'Correctly extracts the name of the event.'
 'Correctly extracts the date and/or time of the event.']",FEASIBLE,1.0,"The website is operational and contains a 'Caribbean events in NYC' section with clearly listed upcoming events for April 2026, including their names and dates, fulfilling all task requirements.",200,True,
receptomat.pl,Find out how a new patient can get an e-prescription for a common cold at Receptomat.pl.,"[""Navigate to 'receptomat.pl'""
 'Identify the section or link for obtaining an e-prescription or consultation for new patients'
 'Locate information regarding the process for getting a prescription for a common cold (e.g., required information, consultation steps, typical waiting times)'
 'Summarize the key steps or requirements for a new patient to receive an e-prescription for a common cold.']","['Identifies that Receptomat.pl primarily offers online medical consultations and e-prescriptions.'
 'Describes the general process for a new patient to obtain an e-prescription.'
 'Mentions any specific requirements or steps related to getting a prescription for a common cold (if differentiated from other conditions).'
 'Does not attempt to find recipes or non-medical information.']",FEASIBLE,1.0,"The website is operational and clearly outlines the process for obtaining e-prescriptions through online consultations, including specific ailments like 'Flu Symptoms' and 'Sore Throat' which are relevant to a common cold. [1] It also details the steps for new patients, including registration, filling out forms, payment, and potential submission of medical documentation or photos. [1]",200,True,
ant.apache.org,Find the SHA512 checksum for the latest Apache Ant 1.10.15 binary distribution in .zip format.,"[""Navigate to 'ant.apache.org'""
 ""Go to the 'Binary Distributions' download page""
 ""Locate the 'Current Release of Ant' section for version 1.10.15""
 ""Find the SHA512 link associated with the 'apache-ant-1.10.15-bin.zip' archive""
 'Extract the SHA512 checksum from the displayed page or link, and provide it as the answer.']","['Successfully navigates to the Binary Distributions page.'
 ""Identifies 'Apache Ant 1.10.15' as the latest version.""
 ""Locates the specific SHA512 link for the '.zip' archive.""
 ""Extracts and provides the correct SHA512 checksum value for 'apache-ant-1.10.15-bin.zip'.""]",FEASIBLE,1.0,"The website is operational, and the homepage clearly states that Apache Ant 1.10.15 was released and provides a direct link to its binary distributions page, indicating the required information is likely present.",200,True,
13cabs.com.au,"Book a taxi from Melbourne CBD to Melbourne Airport for 4 passengers, to be picked up tomorrow at 9:00 AM, and identify the estimated fixed fare.","['Navigate to 13cabs.com.au'
 ""Enter 'Melbourne CBD' as the pickup location.""
 ""Add 'Melbourne Airport' as the destination.""
 ""Select 'Book for later' and set the pickup date to tomorrow and time to 9:00 AM.""
 ""Specify '4' passengers.""
 ""Proceed through the contact details, entering 'Test User' as the passenger name and '+61400000000' as the contact number.""
 'Identify and state the estimated fixed fare displayed on the payment or summary page.']","[""Successfully sets 'Melbourne CBD' as the pickup location.""
 ""Successfully sets 'Melbourne Airport' as the destination.""
 'Successfully schedules the booking for tomorrow at 9:00 AM.'
 'Successfully sets the passenger count to 4.'
 ""Successfully enters 'Test User' as the passenger name and '+61400000000' as the contact number.""
 'Identifies and states the fixed fare estimate displayed on the booking summary or payment page.']",FEASIBLE,1.0,"The website is operational and prominently features a 'Book now' button, indicating that taxi booking functionality is available. The FAQ section also mentions booking through the 13cabs App, website, or phone, confirming the task's feasibility.",200,True,
gottransition.org,"For parents and caregivers, what resources are available on Got Transition regarding financial planning or insurance during healthcare transition?","[""Navigate to 'gottransition.org'""
 ""Click on the 'Parents & Caregivers' dropdown menu""
 ""Explore the links under 'Parents & Caregivers' for information related to financial planning or insurance""
 ""If no direct link is found, navigate to the 'Resources & Research' dropdown""
 ""Explore relevant sub-links under 'Resources & Research' (e.g., 'Overview', 'Youth & Families', 'Policy & Research') for financial or insurance-related guidance""
 'Summarize the type of resources found or state if no specific resources on financial planning or insurance are identified.']","['Identifies if specific resources related to financial planning or insurance are available for parents and caregivers on the website.'
 'If found, describes the nature of these resources (e.g., guides, articles, links to external organizations).'
 'If not found, clearly states that no specific resources on financial planning or insurance were identified within the explored sections.']",FEASIBLE,1.0,"The website is operational, and a '2025 Transition Coding and Payment Resource' directly related to financial and insurance aspects of healthcare transition is prominently featured on the homepage under 'News & Announcements'. [1]",200,True,
aistats.org,What was the location of the AISTATS conference in 2019?,"[""Navigate to 'aistats.org'"" ""Click on the 'Past Meetings' link""
 ""Locate the entry for 'AISTATS 2019'""
 'Extract the location information from that entry and provide it as the answer']","[""Identifies 'Naha, Okinawa, Japan' as the location for AISTATS 2019""
 'The answer must be only the location, without additional descriptive text']",FEASIBLE,1.0,"The website is operational and the 'Past Meetings' link, which is crucial for the task, is clearly visible on the homepage. This indicates that the required information is likely still accessible.",200,True,
compactequip.com,Find an article or resource on compactequip.com that discusses the benefits or features of skid steer loaders for construction applications.,"[""Navigate to 'compactequip.com'"" 'Accept cookie preferences if prompted'
 ""Click on the 'Skid Steers' category link in the main navigation""
 ""Browse the articles or resources listed under the 'Skid Steers' category""
 'Identify and click on an article that discusses the benefits or features of skid steer loaders for construction applications'
 ""Confirm the article's content aligns with the task's objective""]","[""Successfully navigates to the 'Skid Steers' category page.""
 'Identifies and opens an article that explicitly discusses benefits, features, or applications of skid steer loaders in a construction context.'
 'The content of the chosen article provides relevant information, not just news about a specific model or event.']",FEASIBLE,1.0,"The website is operational and features a clear 'Skid Steers' category in its main navigation, indicating that the specific information required by the task is still present and accessible.",200,True,
alaska.org,"What is the best month to visit Kenai Fjords National Park for wildlife viewing, and what transportation options are available to get there from Anchorage?","[""Navigate to 'alaska.org'"" ""Click on the 'Destinations' link""
 ""Click on 'Seward & Kenai Fjords' link""
 'Locate information regarding the best time for wildlife viewing in Kenai Fjords National Park and identify the recommended month(s)'
 ""Return to the 'Transportation' section or search for transportation options from Anchorage to Kenai Fjords/Seward""
 'Identify at least two transportation methods from Anchorage to Kenai Fjords/Seward'
 'Provide the best month for wildlife viewing and the identified transportation options in the answer']","[""Identifies a specific month or period as optimal for wildlife viewing in Kenai Fjords National Park (e.g., 'May through September' or 'July')""
 ""Lists at least two distinct transportation options from Anchorage to Seward/Kenai Fjords (e.g., 'Alaska Railroad', 'car rental', 'motorcoach/bus')""
 'The answer is concise and directly addresses both parts of the question.']",FEASIBLE,1.0,"The website is operational, and the homepage clearly shows navigation links for 'Destinations' including 'Seward & Kenai Fjords' and 'Getting Around' with 'Transportation Options', indicating the required information is likely still present and accessible.",200,True,
hup.harvard.edu,"Find five other books by Richard Calis, the author of 'The Discovery of Ottoman Greece', on the Harvard University Press website.","[""Navigate to 'hup.harvard.edu'""
 ""Search for 'The Discovery of Ottoman Greece'""
 'Click on the book title to go to its detail page'
 ""Locate the author's name, Richard Calis, and click on it to view other works by the author""
 'List five other books authored by Richard Calis that are published by Harvard University Press.']","[""Identifies Richard Calis as the author of 'The Discovery of Ottoman Greece'.""
 'Successfully navigates to a page listing other books by Richard Calis.'
 'Lists at least five distinct book titles by Richard Calis published by Harvard University Press, if available.']",FEASIBLE,1.0,"The Harvard University Press website is operational and features a prominent search bar, an 'Authors' index, and clear navigation, indicating that the necessary functionality to search for a book and then find other works by an author is present.",200,True,
scoopempire.com,Find an article about travel destinations in the UAE and identify one specific location mentioned.,"[""Navigate to 'scoopempire.com'"" ""Click on the 'Travel' link""
 'Browse the articles in the Travel section to find one about UAE destinations'
 'Open the article and identify at least one specific location mentioned within the text']","[""Successfully navigates to the 'Travel' section.""
 'Opens an article specifically about travel destinations within the UAE.'
 'Identifies and states at least one specific travel location (e.g., a city, landmark, or natural site) mentioned in the article.']",FEASIBLE,1.0,"The website is operational, and a 'Travel' section is present with an article specifically about '6 Staycation Spots in the UAE to Make the Most of Eid', which directly addresses the task's requirements.",200,True,
mds-foundation.org,"Find out where the 'MDS Message Board' has transitioned to, and describe its purpose.","['Navigate to mds-foundation.org'
 'Locate the announcement regarding the MDS Message Board transition'
 'Click on the relevant link or navigate to the new platform mentioned in the announcement'
 'Identify the name of the new platform and its primary function/purpose']","[""Identifies 'MDS Exchange' as the new platform for the MDS Message Board""
 'States that MDS Exchange is an enhanced platform for community interaction or patient support']",FEASIBLE,1.0,"The website clearly mentions 'MDS Exchange' and states its purpose as a platform for sharing stories and inspiring others, fulfilling both success criteria.",200,True,
myworldofwork.co.uk,Find the typical tasks for an 'AR/VR programmer' and identify if 'Being creative' is listed as a relevant interest for this role.,"[""Navigate to 'myworldofwork.co.uk'""
 ""Search for 'AR/VR programmer' in the job role search bar""
 ""Click on the 'View AR/VR programmer' link to open the job profile""
 ""Locate the 'Typical tasks' section and extract key tasks""
 ""Locate the 'Interests' section (or similar) and confirm if 'Being creative' is listed""]","[""Successfully navigates to the 'AR/VR programmer' job profile page.""
 'Identifies and lists at least two typical tasks for an AR/VR programmer.'
 ""States whether 'Being creative' is listed as a relevant interest for this role.""]",FEASIBLE,1.0,"The website is operational and displays a prominent 'Search' bar and 'Job Profiles' section, indicating that the core functionality required for the task is still present.",200,True,
pnwherbaria.org,"Find all specimen records for 'Mahonia aquifolium' collected in the state of Washington, and report the total number of records found.","['Navigate to the CPNWH Database search page (pnwherbaria.org).'
 ""Enter 'Mahonia aquifolium' into the 'Species' text input field.""
 ""Enter 'Washington' into the 'State/Prov.' text input field.""
 ""Ensure 'Search all herbaria' is checked.""
 'Click the search button or equivalent element to execute the search.'
 'Identify the total number of specimen records displayed for the search results.']","[""Successfully navigates to the search results page for 'Mahonia aquifolium' in Washington.""
 ""Reports the correct total number of specimen records found for 'Mahonia aquifolium' collected in Washington.""]",FEASIBLE,1.0,"The website is operational and prominently features a 'Search the database' section and a 'Specimen Database' link, indicating the search functionality required by the task is still available. [1]",200,True,
voyager.jpl.nasa.gov,"What are the primary scientific objectives of the Voyager 1 mission, and what is its current operational status?","['Navigate directly to the official NASA Voyager 1 page (e.g., science.nasa.gov/mission/voyager/voyager-1 or a similar official NASA domain if this specific URL is inaccessible).'
 ""Locate the sections detailing the mission's scientific objectives.""
 'Identify information regarding the current operational status of Voyager 1.'
 'Summarize the primary scientific objectives and its current operational status in the answer.']","['Successfully navigates to an official NASA page for the Voyager mission.'
 'Lists at least two primary scientific objectives of the Voyager 1 mission.'
 'States the current operational status of Voyager 1 (e.g., still transmitting data, in interstellar space, etc.).'
 'The information provided is consistent with what is found on the official NASA website.']",FEASIBLE,1.0,"The website is operational and provides both the primary scientific objectives (Outer Solar System, Interstellar Space) and the current operational status (Active Mission, Extended Mission, operating outside the heliosphere) of Voyager 1 directly on the landing page. [1]",200,True,
metadata-standards.org,Find the definition of 'metadata' on the metadata-standards.org website and summarize it.,"[""Navigate to 'metadata-standards.org'""
 ""Use the search bar to search for 'metadata'""
 ""Click on the most relevant search result that appears to define 'metadata'""
 ""Locate and extract the definition of 'metadata' from the page content""
 'Summarize the definition in the answer']","['Successfully uses the search function to find relevant content.'
 ""Navigates to the specific page containing the definition of 'metadata'.""
 ""Provides a concise summary of the definition of 'metadata' as presented on the website.""]",FEASIBLE,1.0,"The website loaded successfully and a search bar is present, indicating that the initial steps of the task can be performed.",200,True,
maps.google.si,"Find the driving distance and estimated travel time from Ljubljana, Slovenia to Maribor, Slovenia.","['Navigate to maps.google.si'
 ""Locate and click the 'Directions' button or icon to open the directions panel""
 ""Identify and input 'Ljubljana, Slovenia' into the starting point field""
 ""Identify and input 'Maribor, Slovenia' into the destination field""
 'Ensure the driving mode is selected (if not already default)'
 'Extract the total driving distance and estimated travel time displayed for the fastest route']","[""Successfully inputs 'Ljubljana, Slovenia' as the starting point.""
 ""Successfully inputs 'Maribor, Slovenia' as the destination.""
 ""Identifies and states the driving distance between the two cities (e.g., 'X km').""
 ""Identifies and states the estimated driving time (e.g., 'X hour(s) Y minute(s)').""
 'The distance and time provided are for a driving route.']",FEASIBLE,1.0,"The page loaded successfully and displays a message indicating that Google Maps requires JavaScript, which is expected for a fully functional map application. The presence of 'Google Maps' in the title and various script/resource URLs related to maps suggests the core functionality is still available.",200,True,
kvpr.org,Find the full daily broadcast schedule for KVPR's main station (89.3 Fresno / 89.1 Bakersfield) for today or the current week.,"['Navigate to kvpr.org'
 'Click the hamburger menu (or equivalent main navigation button) to reveal site sections'
 ""Locate and click on the 'Schedule' or 'Program Guide' link""
 'Identify the daily or weekly schedule for the main KVPR station (89.3 Fresno / 89.1 Bakersfield)'
 'Extract the name of at least three distinct shows and their approximate broadcast times for a given day.']","[""Successfully navigates to a dedicated page displaying KVPR's broadcast schedule.""
 'Identifies the schedule for the primary KVPR station (89.3 Fresno / 89.1 Bakersfield) if multiple streams/schedules exist.'
 'Lists at least three specific radio shows along with their associated broadcast times from the schedule.']",FEASIBLE,1.0,The website is operational and clearly displays a 'Schedule' link in the main navigation. The schedule page should contain the required broadcast information for the main KVPR station (89.3 Fresno / 89.1 Bakersfield) and allow for the extraction of specific show times.,200,True,
samash.com,Find the 'Guitars' section on samash.com.,"[""Navigate to 'samash.com'""
 'Locate and click on the main navigation menu or search bar'
 ""If a search bar is found, type 'Guitars' and submit the search""
 ""If a navigation menu is found, browse through categories to find 'Guitars' or 'Electric Guitars'""
 'Confirm arrival on a page displaying guitar products']","[""Successfully navigates to a page displaying a list of guitar products (e.g., electric guitars, acoustic guitars, or a general 'Guitars' category page).""
 'Does not remain on the homepage after attempting navigation.']",FEASIBLE,1.0,"The homepage clearly displays a 'Guitars' section in the main navigation menu with subcategories like 'Acoustic Guitars' and 'Electric Guitars', making it easy to navigate to a page displaying guitar products. [1]",200,True,
open.bccampus.ca,Find the title of an open-source biology textbook listed in the 'ADOPTION FINDER' Google Sheet and identify where it can be accessed.,"[""Navigate to the 'ADOPTION FINDER: Open Textbooks for and used in B.C. Post-Secondary Courses' Google Sheet.""
 ""Examine the sheet's content for columns related to textbook titles or subjects.""
 'Locate a row that indicates a biology textbook.'
 'Extract the title of a biology textbook and any associated link or platform where it can be accessed.']","[""Identifies a specific textbook title that is related to 'biology' (e.g., 'Biology', 'Introduction to Biology', 'Human Biology').""
 ""Provides information on where the textbook can be accessed (e.g., a direct URL, a platform name like 'Pressbooks', or a specific repository on open.bccampus.ca).""]",FEASIBLE,1.0,"The website is operational, and the homepage explicitly mentions 'The Adoption Finder can help' in relation to using open textbooks, indicating the required functionality is still present.",200,True,
houseofhackney.com,Accept all cookies on House of Hackney's website to access the main content.,"[""Navigate to 'houseofhackney.com'""
 'Identify the cookie consent banner or pop-up'
 'Click the button or link that accepts all cookies or proceeds to the main site']","['The cookie consent banner or pop-up is no longer visible'
 'The agent has successfully navigated to the main landing page of the House of Hackney website, where product categories or featured items are visible']",FEASIBLE,1.0,"The website loaded successfully, and there was no cookie consent banner or pop-up visible, allowing immediate access to the main content and product categories.",200,True,
google.tn,Search for 'current time in Tunis' on Google.tn and state the current time displayed in the search results.,"[""Navigate to 'https://www.google.com.tn'""
 ""Enter 'current time in Tunis' into the search bar""
 ""Click the 'Google Search' button to submit the query""
 'Identify the current time displayed in the search results and state it in the answer']","['Successfully navigates to the Google.tn homepage.'
 ""Successfully submits the search query 'current time in Tunis' without encountering a CAPTCHA or other bot detection.""
 'Extracts the current time for Tunis as displayed directly in the Google search results (e.g., in a featured snippet or knowledge panel).'
 'The stated time is accurate and up-to-date at the time of task execution.']",FEASIBLE,1.0,"The website 'https://google.tn' loaded successfully and displays the Google search page with a search bar, indicating that the initial navigation and search steps are still completable.",200,True,
recyclingmagazin.de,Find and click on the main navigation menu to reveal the website's content categories.,"[""Navigate to 'recyclingmagazin.de'""
 'Dismiss any cookie consent banners or pop-ups if present'
 ""Identify and click on the main navigation menu icon (e.g., hamburger menu, 'Menu' button) to expand it""
 'Confirm that a list of content categories or sections becomes visible']","['Successfully dismisses any initial overlays (e.g., cookie banner, newsletter pop-up)'
 'Locates and clicks on the correct element that functions as the main navigation toggle'
 'A visible navigation menu or list of content categories is displayed after the click']",FEASIBLE,1.0,"The website loaded successfully, and the main navigation menu with content categories is immediately visible without needing to dismiss any overlays or click to expand it. The task is still completable.",200,True,
louvrehotels.com,Identify the number of hotel brands under the Louvre Hotels Group.,"[""Navigate to 'louvrehotels.com'"" 'Accept cookie consent if prompted'
 ""Click on the 'OUR GROUP' or a similar link that details the company's structure and brands""
 'Locate the section listing the hotel brands'
 'Count the number of distinct hotel brands mentioned and provide this number as the answer']","[""Successfully navigates to the 'Our Group' or equivalent page detailing the brands.""
 'Accurately identifies and counts all distinct hotel brands listed on the website.'
 'The final answer is a numerical count of the hotel brands.']",FEASIBLE,1.0,"The website is operational and the 'OUR GROUP' and 'Our brands' sections are clearly visible on the landing page, indicating the required information is present and accessible.",200,True,
cleanenergyfuels.com,"What types of heavy-duty vehicles can use Renewable Natural Gas (RNG) as a fuel, according to Clean Energy Fuels?","[""Navigate to 'cleanenergyfuels.com'""
 ""Click on the 'RNG' link in the navigation menu""
 'Scroll down the page to find information about vehicle compatibility'
 'Identify the specific types of heavy-duty vehicles mentioned that can use RNG, and respond with them in the answer']","[""Mentions 'heavy-duty trucks' as a type of vehicle that can use RNG""
 ""Mentions 'buses' as a type of vehicle that can use RNG""
 ""Mentions 'refuse fleets' as a type of vehicle that can use RNG""
 'The answer accurately lists all the types of heavy-duty vehicles mentioned on the page that use RNG']",FEASIBLE,1.0,"The website is operational, and the homepage explicitly mentions 'heavy-duty trucks' and 'buses' as types of vehicles that can use RNG. While 'refuse fleets' isn't explicitly named as a vehicle type, the information is readily available on the landing page, making the task completable.",200,True,
craftyfoxmarket.co.uk,Find the main directory or list of all makers on the Crafty Fox Market website and identify how many makers are listed.,"[""Navigate to 'craftyfoxmarket.co.uk'""
 ""Look for a navigation link related to 'Makers', 'Sellers', 'Directory', or 'Shop'""
 'Click on the most appropriate link to access the main list of makers'
 'Count the total number of makers listed on the directory page, if a count is explicitly provided or easily discernible.']","[""Successfully navigates to the primary makers' directory or list.""
 'Identifies and states the total number of makers listed on that page, if a count is available.'
 ""If an explicit count is not available, the agent should state that and provide an estimate or description of the extent of the directory (e.g., 'many pages of makers', 'a few dozen listed').""]",FEASIBLE,1.0,"The website is operational and clearly displays links such as 'Shop our Members' and 'A-Z of Makers', indicating that a directory of makers is available and accessible from the homepage.",200,True,
gardenmyths.com,"Find information on garden products that Robert Pavlis recommends against buying, and list at least two examples.","[""Navigate to 'gardenmyths.com'"" ""Click on 'List of Topics'""
 ""Click on 'Garden products that don’t work as advertised' or 'Don’t Buy These Products'""
 'Identify and list at least two specific garden products that the site advises against buying.']","[""Successfully navigates to the 'Garden products that don’t work as advertised' section.""
 'Identifies and lists at least two specific garden products that Robert Pavlis recommends against buying, as found on the website.']",FEASIBLE,1.0,"The website is operational and the 'Don't Buy These Products' section is directly accessible from the main menu, indicating the required information is still present.",200,True,
syntheticturfcouncil.org,Find the contact information for at least three certified synthetic turf manufacturers listed on the Synthetic Turf Council website.,"[""Navigate to 'syntheticturfcouncil.org'""
 ""Locate and navigate to the section listing certified manufacturers or members (e.g., 'Membership Directory', 'Find a Member', or 'Certified Manufacturers')""
 'Identify at least three distinct certified synthetic turf manufacturers from the list'
 'For each identified manufacturer, find their contact information (e.g., website, phone number, or email)'
 'Provide the names of the three manufacturers and their respective contact details in the answer']","['Successfully navigates to the correct directory or list of certified manufacturers.'
 'Identifies at least three unique certified synthetic turf manufacturers.'
 'Provides accurate contact information (e.g., website URL, phone number, or email address) for each of the three identified manufacturers.'
 'The provided information is directly verifiable on the Synthetic Turf Council website.']",FEASIBLE,1.0,"The website is operational and clearly features a 'Buyers' Guide & Member Directory' which is likely to contain the certified manufacturers and their contact information, fulfilling the task's requirements.",200,True,
motorcyclespecs.co.za,Find the dry weight of the 2018 Ducati Panigale V4 on motorcyclespecs.co.za.,"[""Navigate to 'motorcyclespecs.co.za'""
 ""Search for '2018 Ducati Panigale V4' or navigate through the Ducati models list.""
 'Locate the technical specifications for the 2018 Ducati Panigale V4.'
 ""Identify the 'Dry weight' specification and provide the value in kilograms.""]","['Successfully navigates to motorcyclespecs.co.za.'
 'Locates the specific page for the 2018 Ducati Panigale V4.'
 ""Extracts the 'Dry weight' value from the specifications.""
 ""The answer states the dry weight in kilograms (e.g., '175 kg').""]",FEASIBLE,1.0,"The website loaded successfully and displays a clear list of manufacturers, including Ducati, which indicates that navigating to the specific model and finding its specifications should be possible.",200,True,
marottaonmoney.com,"What are the account funding priorities for 2025 as outlined by Marotta On Money, and who are the authors of this article?","[""Navigate to 'marottaonmoney.com'""
 ""Click on the 'Articles' link in the navigation bar""
 ""Locate and click on the article titled 'Account Funding Priorities: A Savings Waterfall for 2025'""
 'Identify the key funding priorities for 2025 and the authors of the article, then provide them in the answer']","[""Identifies 'Account Funding Priorities: A Savings Waterfall for 2025' as the relevant article.""
 ""Lists the authors as 'Megan Russell' and 'David John Marotta'.""
 'Summarizes the main funding priorities mentioned in the article for 2025.']",FEASIBLE,1.0,"The website is operational, and the navigation bar clearly shows an 'Articles' link with a sub-link for 'Account Funding Priorities', which directly corresponds to the task's required article title.",200,True,
acidreflux.com,Determine if acidreflux.com is an active and accessible website.,"[""Attempt to navigate to 'http://acidreflux.com/'""
 'Report the outcome of the navigation attempt (e.g., success, DNS error, timeout)']","[""The agent explicitly states whether 'acidreflux.com' could be successfully loaded or if an error (like DNS resolution failure) prevented access.""]",FEASIBLE,1.0,"The website 'acidreflux.com' loaded successfully and initiated a redirect, indicating it is active and accessible.",200,True,
eulerarchive.maa.org,"Find out which year Leonhard Euler was born, and which year he died.","[""Navigate to 'eulerarchive.maa.org'""
 ""Click on the 'The Life of Euler' link""
 ""Locate Euler's birth and death years on the page""
 'Respond with both years in the answer']","[""Identifies Euler's birth year as 1707""
 ""Identifies Euler's death year as 1783""
 'The answer explicitly states both the birth and death years']",FEASIBLE,1.0,"The website is operational and the 'The Life of Euler' link, as specified in the task instructions, is clearly visible on the main page.",200,True,
wordpress.tv,"Find a video from a WordCamp event in Spanish that discusses the Block Editor, and provide its title and the event it was presented at.","[""Navigate to 'WordPress.tv'""
 ""Click on the 'WordCamps' link to filter by WordCamp videos.""
 ""Apply the 'Spanish/Español' language filter.""
 ""Apply the 'Block Editor' tag filter.""
 'Identify a relevant video from the filtered results.'
 'Extract the title of the video and the specific WordCamp event it was presented at.']","['The agent successfully navigates to the WordCamps section.'
 'The agent applies both the Spanish language filter and the Block Editor tag filter.'
 'The agent identifies a video that matches all criteria (WordCamp, Spanish, Block Editor).'
 'The agent provides the correct title of a qualifying video and the specific WordCamp event name.']",FEASIBLE,1.0,"The website is operational and the 'WordCamps' link is present. The search functionality with filters is also available, which should allow applying language and tag filters to find the video.",200,True,
smallanimal.vethospital.ufl.edu,What information does the University of Florida Small Animal Hospital provide for new clients or for making an appointment?,"[""Navigate to 'smallanimal.vethospital.ufl.edu'""
 ""Click on the 'Contact Us' link""
 ""Locate the section or link related to 'Making an Appointment' or 'New Clients'""
 'Extract key information provided for new clients or appointment scheduling (e.g., what to bring, forms, specific instructions)']","[""Identifies the section on 'Making an Appointment' on the Contact Us page.""
 ""States that information for making an appointment is provided, but does not detail what specific information is needed *before* an appointment, implying further navigation might be required if more detailed instructions were present (e.g., 'Please call during business hours to schedule an appointment').""
 ""Does not find downloadable forms or specific pre-appointment checklists on the immediate 'Contact Us' page, if they are not present.""]",FEASIBLE,1.0,"The website is operational, and the homepage clearly displays contact information and hours of operation, which is essential for making an appointment. The 'Contact Us' link is also present in the navigation.",200,True,
mercedes-benz.com.cy,Find the available electric drive models on the Mercedes-Benz Cyprus website.,"[""Navigate to 'mercedes-benz.com.cy'"" ""Click on 'Our Models'""
 ""Click on 'Electric Drive'""
 'List all the electric drive models displayed on the page.']","[""Successfully navigates to the 'Electric Drive' section under 'Our Models'.""
 'Lists all the distinct electric vehicle models presented on that page.']",FEASIBLE,1.0,"The website is operational and the 'Electric Drive' section is clearly visible under 'Our Models' in the navigation menu, listing several electric vehicle models.",200,True,
ostgotatrafiken.se,"Find a train route from Linköping to Norrköping for tomorrow, and identify how to purchase a ticket for this journey.","[""Navigate to 'ostgotatrafiken.se'""
 ""Enter 'Linköping' as the departure station and 'Norrköping' as the destination station in the search form.""
 ""Adjust the date to tomorrow's date.""
 'Submit the search form to find route options.'
 'Once route options are displayed, identify and describe the process for purchasing a ticket for one of these journeys.']","[""Successfully displays valid train route options between Linköping and Norrköping for tomorrow's date.""
 ""Clearly describes the steps or methods for purchasing a ticket based on information found on the website (e.g., 'Köp biljett' link, mobile app, ticket machines).""]",FEASIBLE,1.0,"The website is operational and the search form for journeys, including date selection and filtering for train traffic, is present. Information on how to purchase tickets via app, payment card, or sales agents is also clearly available.",200,True,
